year,age_group,sex,education_attainment_level,nuts2_region,unemployment_rate
2022,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,
2022,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2022,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2022,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2022,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2022,15 - 24 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,
2022,15 - 24 years,Both sexes,Tertiary education (Levels 5-8),Southern,
2022,15 - 24 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,
2022,15 - 24 years,Both sexes,Level of education - not stated,Northern and Western,
2022,15 - 24 years,Both sexes,Level of education - not stated,Southern,
2022,15 - 24 years,Both sexes,Level of education - not stated,Eastern and Midland,
2022,15 - 24 years,Male,Levels of Education (Levels 0-8),Northern and Western,
2022,15 - 24 years,Male,Levels of Education (Levels 0-8),Southern,
2022,15 - 24 years,Male,Levels of Education (Levels 0-8),Eastern and Midland,
2022,15 - 24 years,Male,Less than primary (Level 0),Northern and Western,
2022,15 - 24 years,Male,Less than primary (Level 0),Southern,
2022,15 - 24 years,Male,Less than primary (Level 0),Eastern and Midland,
2022,15 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,
2022,15 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Southern,
2022,15 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2022,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2022,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2022,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2022,15 - 24 years,Male,Tertiary education (Levels 5-8),Northern and Western,
2022,15 - 24 years,Male,Tertiary education (Levels 5-8),Southern,
2022,15 - 24 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,
2022,15 - 24 years,Male,Level of education - not stated,Northern and Western,
2022,15 - 24 years,Male,Level of education - not stated,Southern,
2022,15 - 24 years,Male,Level of education - not stated,Eastern and Midland,
2022,15 - 24 years,Female,Levels of Education (Levels 0-8),Northern and Western,
2022,15 - 24 years,Female,Levels of Education (Levels 0-8),Southern,
2022,15 - 24 years,Female,Levels of Education (Levels 0-8),Eastern and Midland,
2022,15 - 24 years,Female,Less than primary (Level 0),Northern and Western,
2022,15 - 24 years,Female,Less than primary (Level 0),Southern,
2022,15 - 24 years,Female,Less than primary (Level 0),Eastern and Midland,
2022,15 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,
2022,15 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Southern,
2022,15 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2022,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2022,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2022,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2022,15 - 24 years,Female,Tertiary education (Levels 5-8),Northern and Western,
2022,15 - 24 years,Female,Tertiary education (Levels 5-8),Southern,
2022,15 - 24 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,
2022,15 - 24 years,Female,Level of education - not stated,Northern and Western,
2022,15 - 24 years,Female,Level of education - not stated,Southern,
2022,15 - 24 years,Female,Level of education - not stated,Eastern and Midland,
2022,25 - 54 years,Both sexes,Levels of Education (Levels 0-8),Northern and Western,2.8
2022,25 - 54 years,Both sexes,Levels of Education (Levels 0-8),Southern,3.4
2022,25 - 54 years,Both sexes,Levels of Education (Levels 0-8),Eastern and Midland,4.4
2022,25 - 54 years,Both sexes,Less than primary (Level 0),Northern and Western,
2022,25 - 54 years,Both sexes,Less than primary (Level 0),Southern,
2022,25 - 54 years,Both sexes,Less than primary (Level 0),Eastern and Midland,
2022,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,
2022,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,
2022,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2022,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2022,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,4.7
2022,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,5.1
2022,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,
2022,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Southern,
2022,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,3.6
2022,25 - 54 years,Both sexes,Level of education - not stated,Northern and Western,
2022,25 - 54 years,Both sexes,Level of education - not stated,Southern,
2022,25 - 54 years,Both sexes,Level of education - not stated,Eastern and Midland,
2022,25 - 54 years,Male,Levels of Education (Levels 0-8),Northern and Western,
2022,25 - 54 years,Male,Levels of Education (Levels 0-8),Southern,3.7
2022,25 - 54 years,Male,Levels of Education (Levels 0-8),Eastern and Midland,4.1
2022,25 - 54 years,Male,Less than primary (Level 0),Northern and Western,
2022,25 - 54 years,Male,Less than primary (Level 0),Southern,
2022,25 - 54 years,Male,Less than primary (Level 0),Eastern and Midland,
2022,25 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,
2022,25 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Southern,
2022,25 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2022,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2022,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2022,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2022,25 - 54 years,Male,Tertiary education (Levels 5-8),Northern and Western,
2022,25 - 54 years,Male,Tertiary education (Levels 5-8),Southern,
2022,25 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,
2022,25 - 54 years,Male,Level of education - not stated,Northern and Western,
2022,25 - 54 years,Male,Level of education - not stated,Southern,
2022,25 - 54 years,Male,Level of education - not stated,Eastern and Midland,
2022,25 - 54 years,Female,Levels of Education (Levels 0-8),Northern and Western,
2022,25 - 54 years,Female,Levels of Education (Levels 0-8),Southern,3.0
2022,25 - 54 years,Female,Levels of Education (Levels 0-8),Eastern and Midland,4.7
2022,25 - 54 years,Female,Less than primary (Level 0),Northern and Western,
2022,25 - 54 years,Female,Less than primary (Level 0),Southern,
2022,25 - 54 years,Female,Less than primary (Level 0),Eastern and Midland,
2022,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,
2022,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,
2022,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2022,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2022,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2022,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2022,25 - 54 years,Female,Tertiary education (Levels 5-8),Northern and Western,
2022,25 - 54 years,Female,Tertiary education (Levels 5-8),Southern,
2022,25 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,4.2
2022,25 - 54 years,Female,Level of education - not stated,Northern and Western,
2022,25 - 54 years,Female,Level of education - not stated,Southern,
2022,25 - 54 years,Female,Level of education - not stated,Eastern and Midland,
2022,55 - 74 years,Both sexes,Levels of Education (Levels 0-8),Northern and Western,
2022,55 - 74 years,Both sexes,Levels of Education (Levels 0-8),Southern,
2022,55 - 74 years,Both sexes,Levels of Education (Levels 0-8),Eastern and Midland,3.7
2022,55 - 74 years,Both sexes,Less than primary (Level 0),Northern and Western,
2022,55 - 74 years,Both sexes,Less than primary (Level 0),Southern,
2022,55 - 74 years,Both sexes,Less than primary (Level 0),Eastern and Midland,
2022,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,
2022,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,
2022,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2022,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2022,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2022,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2022,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,
2022,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Southern,
2022,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,
2022,55 - 74 years,Both sexes,Level of education - not stated,Northern and Western,
2022,55 - 74 years,Both sexes,Level of education - not stated,Southern,
2022,55 - 74 years,Both sexes,Level of education - not stated,Eastern and Midland,
2022,55 - 74 years,Male,Levels of Education (Levels 0-8),Northern and Western,
2022,55 - 74 years,Male,Levels of Education (Levels 0-8),Southern,
2022,55 - 74 years,Male,Levels of Education (Levels 0-8),Eastern and Midland,
2022,55 - 74 years,Male,Less than primary (Level 0),Northern and Western,
2022,55 - 74 years,Male,Less than primary (Level 0),Southern,
2022,55 - 74 years,Male,Less than primary (Level 0),Eastern and Midland,
2022,55 - 74 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,
2022,55 - 74 years,Male,Primary and lower secondary education (Levels 1-2),Southern,
2022,55 - 74 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2022,55 - 74 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2022,55 - 74 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2022,55 - 74 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2022,55 - 74 years,Male,Tertiary education (Levels 5-8),Northern and Western,
2022,55 - 74 years,Male,Tertiary education (Levels 5-8),Southern,
2022,55 - 74 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,
2022,55 - 74 years,Male,Level of education - not stated,Northern and Western,
2022,55 - 74 years,Male,Level of education - not stated,Southern,
2022,55 - 74 years,Male,Level of education - not stated,Eastern and Midland,
2022,55 - 74 years,Female,Levels of Education (Levels 0-8),Northern and Western,
2022,55 - 74 years,Female,Levels of Education (Levels 0-8),Southern,
2022,55 - 74 years,Female,Levels of Education (Levels 0-8),Eastern and Midland,
2022,55 - 74 years,Female,Less than primary (Level 0),Northern and Western,
2022,55 - 74 years,Female,Less than primary (Level 0),Southern,
2022,55 - 74 years,Female,Less than primary (Level 0),Eastern and Midland,
2022,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,
2022,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Southern,
2022,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2022,55 - 74 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2022,55 - 74 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2022,55 - 74 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2022,55 - 74 years,Female,Tertiary education (Levels 5-8),Northern and Western,
2022,55 - 74 years,Female,Tertiary education (Levels 5-8),Southern,
2022,55 - 74 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,
2022,55 - 74 years,Female,Level of education - not stated,Northern and Western,
2022,55 - 74 years,Female,Level of education - not stated,Southern,
2022,55 - 74 years,Female,Level of education - not stated,Eastern and Midland,
2023,All ages,Both sexes,Levels of Education (Levels 0-8),Northern and Western,3.7
2023,All ages,Both sexes,Levels of Education (Levels 0-8),Southern,4.6
2023,All ages,Both sexes,Levels of Education (Levels 0-8),Eastern and Midland,4.2
2023,All ages,Both sexes,Less than primary (Level 0),Northern and Western,
2023,All ages,Both sexes,Less than primary (Level 0),Southern,
2023,All ages,Both sexes,Less than primary (Level 0),Eastern and Midland,
2023,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,7.2
2023,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,10.9
2023,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,4.6
2023,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,6.0
2023,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,5.5
2023,All ages,Both sexes,Tertiary education (Levels 5-8),Northern and Western,
2023,All ages,Both sexes,Tertiary education (Levels 5-8),Southern,3.1
2023,All ages,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,2.5
2023,All ages,Both sexes,Level of education - not stated,Northern and Western,
2023,All ages,Both sexes,Level of education - not stated,Southern,
2023,All ages,Both sexes,Level of education - not stated,Eastern and Midland,
2023,All ages,Male,Levels of Education (Levels 0-8),Northern and Western,
2023,All ages,Male,Levels of Education (Levels 0-8),Southern,5.1
2023,All ages,Male,Levels of Education (Levels 0-8),Eastern and Midland,4.3
2023,All ages,Male,Less than primary (Level 0),Northern and Western,
2023,All ages,Male,Less than primary (Level 0),Southern,
2023,All ages,Male,Less than primary (Level 0),Eastern and Midland,
2023,All ages,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,All ages,Male,Primary and lower secondary education (Levels 1-2),Southern,
2023,All ages,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2023,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2023,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,6.8
2023,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,5.3
2023,All ages,Male,Tertiary education (Levels 5-8),Northern and Western,
2023,All ages,Male,Tertiary education (Levels 5-8),Southern,
2023,All ages,Male,Tertiary education (Levels 5-8),Eastern and Midland,2.5
2023,All ages,Male,Level of education - not stated,Northern and Western,
2023,All ages,Male,Level of education - not stated,Southern,
2023,All ages,Male,Level of education - not stated,Eastern and Midland,
2023,All ages,Female,Levels of Education (Levels 0-8),Northern and Western,4.7
2023,All ages,Female,Levels of Education (Levels 0-8),Southern,4.1
2023,All ages,Female,Levels of Education (Levels 0-8),Eastern and Midland,4.1
2023,All ages,Female,Less than primary (Level 0),Northern and Western,
2023,All ages,Female,Less than primary (Level 0),Southern,
2023,All ages,Female,Less than primary (Level 0),Eastern and Midland,
2023,All ages,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,All ages,Female,Primary and lower secondary education (Levels 1-2),Southern,
2023,All ages,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2023,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2023,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2023,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,5.8
2023,All ages,Female,Tertiary education (Levels 5-8),Northern and Western,
2023,All ages,Female,Tertiary education (Levels 5-8),Southern,
2023,All ages,Female,Tertiary education (Levels 5-8),Eastern and Midland,2.6
2023,All ages,Female,Level of education - not stated,Northern and Western,
2023,All ages,Female,Level of education - not stated,Southern,
2023,All ages,Female,Level of education - not stated,Eastern and Midland,
2023,15 - 24 years,Both sexes,Levels of Education (Levels 0-8),Northern and Western,
2023,15 - 24 years,Both sexes,Levels of Education (Levels 0-8),Southern,10.7
2023,15 - 24 years,Both sexes,Levels of Education (Levels 0-8),Eastern and Midland,10.7
2023,15 - 24 years,Both sexes,Less than primary (Level 0),Northern and Western,
2023,15 - 24 years,Both sexes,Less than primary (Level 0),Southern,
2023,15 - 24 years,Both sexes,Less than primary (Level 0),Eastern and Midland,
2023,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,
2023,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2023,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2023,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2023,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,9.0
2023,15 - 24 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,
2023,15 - 24 years,Both sexes,Tertiary education (Levels 5-8),Southern,
2023,15 - 24 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,
2023,15 - 24 years,Both sexes,Level of education - not stated,Northern and Western,
2023,15 - 24 years,Both sexes,Level of education - not stated,Southern,
2023,15 - 24 years,Both sexes,Level of education - not stated,Eastern and Midland,
2023,15 - 24 years,Male,Levels of Education (Levels 0-8),Northern and Western,
2023,15 - 24 years,Male,Levels of Education (Levels 0-8),Southern,10.8
2023,15 - 24 years,Male,Levels of Education (Levels 0-8),Eastern and Midland,11.5
2023,15 - 24 years,Male,Less than primary (Level 0),Northern and Western,
2023,15 - 24 years,Male,Less than primary (Level 0),Southern,
2023,15 - 24 years,Male,Less than primary (Level 0),Eastern and Midland,
2023,15 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,15 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Southern,
2023,15 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2023,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2023,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2023,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2023,15 - 24 years,Male,Tertiary education (Levels 5-8),Northern and Western,
2023,15 - 24 years,Male,Tertiary education (Levels 5-8),Southern,
2023,15 - 24 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,
2023,15 - 24 years,Male,Level of education - not stated,Northern and Western,
2023,15 - 24 years,Male,Level of education - not stated,Southern,
2023,15 - 24 years,Male,Level of education - not stated,Eastern and Midland,
2023,15 - 24 years,Female,Levels of Education (Levels 0-8),Northern and Western,
2023,15 - 24 years,Female,Levels of Education (Levels 0-8),Southern,
2023,15 - 24 years,Female,Levels of Education (Levels 0-8),Eastern and Midland,9.8
2023,15 - 24 years,Female,Less than primary (Level 0),Northern and Western,
2023,15 - 24 years,Female,Less than primary (Level 0),Southern,
2023,15 - 24 years,Female,Less than primary (Level 0),Eastern and Midland,
2023,15 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,15 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Southern,
2023,15 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2023,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2023,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2023,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2023,15 - 24 years,Female,Tertiary education (Levels 5-8),Northern and Western,
2023,15 - 24 years,Female,Tertiary education (Levels 5-8),Southern,
2023,15 - 24 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,
2023,15 - 24 years,Female,Level of education - not stated,Northern and Western,
2023,15 - 24 years,Female,Level of education - not stated,Southern,
2023,15 - 24 years,Female,Level of education - not stated,Eastern and Midland,
2023,25 - 54 years,Both sexes,Levels of Education (Levels 0-8),Northern and Western,3.4
2023,25 - 54 years,Both sexes,Levels of Education (Levels 0-8),Southern,4.2
2023,25 - 54 years,Both sexes,Levels of Education (Levels 0-8),Eastern and Midland,3.2
2023,25 - 54 years,Both sexes,Less than primary (Level 0),Northern and Western,
2023,25 - 54 years,Both sexes,Less than primary (Level 0),Southern,
2023,25 - 54 years,Both sexes,Less than primary (Level 0),Eastern and Midland,
2023,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,
2023,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2023,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2023,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,6.3
2023,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,4.1
2023,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,
2023,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Southern,
2023,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,2.3
2023,25 - 54 years,Both sexes,Level of education - not stated,Northern and Western,
2023,25 - 54 years,Both sexes,Level of education - not stated,Southern,
2023,25 - 54 years,Both sexes,Level of education - not stated,Eastern and Midland,
2023,25 - 54 years,Male,Levels of Education (Levels 0-8),Northern and Western,
2023,25 - 54 years,Male,Levels of Education (Levels 0-8),Southern,5.1
2023,25 - 54 years,Male,Levels of Education (Levels 0-8),Eastern and Midland,3.3
2023,25 - 54 years,Male,Less than primary (Level 0),Northern and Western,
2023,25 - 54 years,Male,Less than primary (Level 0),Southern,
2023,25 - 54 years,Male,Less than primary (Level 0),Eastern and Midland,
2023,25 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,25 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Southern,
2023,25 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2023,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2023,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2023,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2023,25 - 54 years,Male,Tertiary education (Levels 5-8),Northern and Western,
2023,25 - 54 years,Male,Tertiary education (Levels 5-8),Southern,
2023,25 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,
2023,25 - 54 years,Male,Level of education - not stated,Northern and Western,
2023,25 - 54 years,Male,Level of education - not stated,Southern,
2023,25 - 54 years,Male,Level of education - not stated,Eastern and Midland,
2023,25 - 54 years,Female,Levels of Education (Levels 0-8),Northern and Western,
2023,25 - 54 years,Female,Levels of Education (Levels 0-8),Southern,
2023,25 - 54 years,Female,Levels of Education (Levels 0-8),Eastern and Midland,3.1
2023,25 - 54 years,Female,Less than primary (Level 0),Northern and Western,
2023,25 - 54 years,Female,Less than primary (Level 0),Southern,
2023,25 - 54 years,Female,Less than primary (Level 0),Eastern and Midland,
2023,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,
2023,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2023,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2023,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2023,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2023,25 - 54 years,Female,Tertiary education (Levels 5-8),Northern and Western,
2023,25 - 54 years,Female,Tertiary education (Levels 5-8),Southern,
2023,25 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,
2023,25 - 54 years,Female,Level of education - not stated,Northern and Western,
2023,25 - 54 years,Female,Level of education - not stated,Southern,
2023,25 - 54 years,Female,Level of education - not stated,Eastern and Midland,
2023,55 - 74 years,Both sexes,Levels of Education (Levels 0-8),Northern and Western,
2023,55 - 74 years,Both sexes,Levels of Education (Levels 0-8),Southern,
2023,55 - 74 years,Both sexes,Levels of Education (Levels 0-8),Eastern and Midland,3.5
2023,55 - 74 years,Both sexes,Less than primary (Level 0),Northern and Western,
2023,55 - 74 years,Both sexes,Less than primary (Level 0),Southern,
2023,55 - 74 years,Both sexes,Less than primary (Level 0),Eastern and Midland,
2023,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,
2023,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2023,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2023,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2023,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2023,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,
2023,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Southern,
2023,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,
2023,55 - 74 years,Both sexes,Level of education - not stated,Northern and Western,
2023,55 - 74 years,Both sexes,Level of education - not stated,Southern,
2023,55 - 74 years,Both sexes,Level of education - not stated,Eastern and Midland,
2023,55 - 74 years,Male,Levels of Education (Levels 0-8),Northern and Western,
2023,55 - 74 years,Male,Levels of Education (Levels 0-8),Southern,
2023,55 - 74 years,Male,Levels of Education (Levels 0-8),Eastern and Midland,
2023,55 - 74 years,Male,Less than primary (Level 0),Northern and Western,
2023,55 - 74 years,Male,Less than primary (Level 0),Southern,
2023,55 - 74 years,Male,Less than primary (Level 0),Eastern and Midland,
2023,55 - 74 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,
2023,55 - 74 years,Male,Primary and lower secondary education (Levels 1-2),Southern,
2023,55 - 74 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,
2023,55 - 74 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,
2023,55 - 74 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,
2023,55 - 74 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,
2023,55 - 74 years,Male,Tertiary education (Levels 5-8),Northern and Western,
2023,55 - 74 years,Male,Tertiary education (Levels 5-8),Southern,
2023,55 - 74 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,
2023,55 - 74 years,Male,Level of education - not stated,Northern and Western,
2023,55 - 74 years,Male,Level of education - not stated,Southern,
2023,55 - 74 years,Male,Level of education - not stated,Eastern and Midland,
2023,55 - 74 years,Female,Levels of Education (Levels 0-8),Northern and Western,
2023,55 - 74 years,Female,Levels of Education (Levels 0-8),Southern,
2023,55 - 74 years,Female,Levels of Education (Levels 0-8),Eastern and Midland,
2023,55 - 74 years,Female,Less than primary (Level 0),Northern and Western,
2023,55 - 74 years,Female,Less than primary (Level 0),Southern,
